time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
62.249,0,3.21,0.20,0.28,14.40,0.03,6.08,2.42,0.58,89.34,71.21,99.95,-8.24,96.97,89.34,1.61,1.12,0.01,3.61,68.73,8.74,4.12,0.00,0.25,0.06,99.90,0.00,0.00,99.37,0.29,0.37,80.07,0.58,0.73,0.00,0.00,7.85,-4.68,-1.97,67.97,62.80,317.99,286.57,405.22,379.85,394.48,309.15,331.77,305.90,358.93,325.85,358.56,379.85,
62.404,0,3.14,0.20,0.86,13.58,0.03,5.64,2.86,0.35,92.74,72.84,99.97,-16.59,97.27,92.74,2.30,1.53,0.01,1.86,71.32,22.42,13.97,0.00,0.23,0.04,99.91,0.00,0.00,99.62,0.30,0.28,75.84,0.35,0.72,0.00,0.00,7.64,-4.13,-1.50,68.11,61.95,318.91,287.35,405.52,380.15,394.41,309.82,332.56,306.24,359.83,326.39,359.68,380.15,
62.471,0,2.33,0.19,0.58,15.65,0.03,6.16,3.13,0.26,93.50,68.71,99.97,-14.95,96.94,93.50,3.80,1.54,0.01,1.36,62.67,17.49,11.17,0.00,0.26,0.03,99.93,0.00,0.00,99.72,0.30,0.21,75.26,0.17,0.51,0.00,0.00,6.04,-4.72,-0.96,68.27,61.50,319.08,287.65,405.56,380.02,394.03,309.93,332.63,306.43,359.64,327.17,360.30,380.02,
62.623,0,2.20,0.18,0.40,18.63,0.03,6.73,3.53,0.24,94.14,62.75,99.97,-12.25,96.70,94.14,6.18,1.49,0.01,1.27,59.84,11.07,10.21,0.00,0.24,0.02,99.96,0.00,0.00,99.79,0.32,0.18,68.94,0.09,0.66,0.00,0.00,5.80,-5.11,-1.26,68.20,61.93,319.24,287.76,405.53,379.96,394.47,309.93,332.63,306.46,359.51,327.27,360.06,379.96,
62.689,0,1.17,0.16,0.24,21.20,0.03,6.79,3.95,0.26,94.14,57.59,99.97,-10.21,97.34,94.14,9.03,1.08,0.01,0.70,44.41,6.42,4.48,0.00,0.26,0.01,99.95,0.00,0.00,99.69,0.25,0.11,76.61,0.04,0.39,0.00,0.00,5.72,-3.99,-0.58,68.29,61.83,319.30,287.63,405.93,380.02,394.31,309.85,332.57,306.57,360.27,327.36,360.97,380.02,
62.840,0,0.72,0.15,0.17,24.21,0.02,7.13,4.54,0.39,94.97,51.59,99.97,-8.83,97.63,94.97,11.66,0.93,0.01,0.30,32.30,2.66,1.78,0.00,0.39,0.01,99.91,0.00,0.00,99.56,0.25,0.10,74.46,0.02,0.20,0.00,0.00,5.30,-3.42,-0.48,68.30,62.18,319.35,287.64,406.05,379.90,394.52,310.01,332.44,306.50,360.62,327.55,361.15,379.90,
62.911,0,0.51,0.15,0.19,21.43,0.02,6.47,3.87,0.40,92.55,57.15,99.96,-8.71,97.93,92.55,10.05,0.78,0.01,0.21,21.56,3.66,2.17,0.00,0.40,0.01,99.61,0.00,0.00,99.37,0.27,0.07,68.58,0.01,0.06,0.00,0.00,6.28,-2.72,-0.59,67.67,63.42,320.07,287.26,407.03,380.01,396.07,309.43,332.72,306.53,361.79,326.98,361.87,380.01,
63.049,0,0.50,0.17,0.27,16.92,0.02,5.90,3.07,0.51,90.90,66.15,99.96,-11.19,96.90,90.90,6.00,0.87,0.00,0.25,20.65,9.73,3.04,0.00,0.51,0.01,98.76,0.00,0.00,99.22,0.26,0.07,64.04,0.01,0.04,0.00,0.00,5.66,-4.79,-1.10,67.25,63.70,320.15,287.11,407.51,380.30,396.75,309.53,333.14,306.16,361.02,327.18,361.60,380.30,
63.264,0,0.52,0.19,0.25,15.09,0.02,6.08,2.57,0.60,89.84,69.82,99.95,-11.20,96.95,89.84,2.65,1.28,0.01,0.23,20.06,9.69,0.66,0.00,0.60,0.00,94.60,0.00,0.00,99.17,0.25,0.05,63.26,0.00,0.04,0.00,0.00,5.23,-4.71,-1.00,67.41,63.32,319.58,287.18,407.62,380.99,396.26,309.94,333.05,306.18,360.85,327.69,361.48,380.99,
63.337,0,0.31,0.18,0.17,16.23,0.02,6.28,2.56,0.87,68.58,67.54,99.95,-7.87,96.91,88.65,3.76,0.93,0.01,0.10,4.40,3.12,0.23,0.00,0.87,0.00,68.58,0.00,0.00,98.59,0.19,0.01,59.01,0.00,0.02,0.00,0.00,4.80,-4.76,-1.48,67.67,64.28,318.70,287.51,406.86,381.41,396.17,310.37,332.01,306.37,359.98,328.21,360.16,381.41,
63.469,0,0.28,0.18,0.15,13.13,0.02,5.88,2.19,3.32,6.98,73.74,99.88,-7.56,97.15,84.50,4.18,0.71,0.00,0.08,3.23,2.94,0.19,0.00,3.32,0.00,6.98,0.00,0.00,92.56,0.08,0.00,42.54,0.00,0.01,0.00,0.00,3.28,-4.35,-1.50,67.80,63.15,318.98,287.94,406.13,380.76,395.38,309.89,332.31,306.69,360.01,328.69,359.96,380.76,
63.540,0,0.25,0.17,0.13,9.10,0.02,4.77,1.58,6.19,2.31,81.80,99.55,-6.11,97.33,76.05,4.68,0.66,0.00,0.07,1.22,1.90,0.23,0.00,6.19,0.00,2.31,0.00,0.00,84.41,0.06,0.00,54.99,0.00,0.00,0.00,0.00,1.78,-4.03,-1.07,68.05,62.73,319.21,288.20,405.78,380.09,394.89,310.07,332.25,306.58,360.12,329.18,360.34,380.09,
63.746,0,0.17,0.19,0.05,2.84,0.02,4.25,0.74,15.82,2.29,91.49,82.86,-5.42,97.28,60.55,1.95,0.68,0.00,0.06,2.29,0.89,0.13,0.00,15.82,0.01,0.23,0.00,0.00,52.39,0.03,0.00,37.63,0.00,0.00,0.00,0.00,1.34,-4.11,-1.33,68.42,62.33,319.49,288.90,405.07,379.77,394.59,310.42,332.35,307.01,359.88,329.55,359.89,379.77,
63.812,0,0.09,0.19,0.02,1.14,0.02,12.77,0.55,44.12,2.43,74.47,58.49,-13.37,96.87,53.48,1.67,0.53,0.00,0.06,2.43,0.71,0.09,0.00,44.12,0.01,0.02,0.00,0.00,18.06,0.02,0.00,26.03,0.00,0.00,0.00,0.00,1.24,-4.84,-1.39,68.07,62.07,319.69,288.49,405.42,379.38,394.75,310.45,332.81,306.38,359.81,329.22,360.11,379.38,
63.978,0,0.06,0.19,0.01,0.96,0.02,28.44,0.57,54.01,1.44,46.56,86.27,-19.66,96.58,54.01,1.96,0.74,0.00,0.03,1.44,0.30,0.07,0.00,62.20,0.01,0.01,0.00,0.00,7.55,0.01,0.00,18.67,0.00,0.00,0.00,0.00,0.59,-5.29,-1.40,67.87,62.12,319.73,288.49,405.41,379.21,394.80,310.45,332.82,306.26,359.60,329.39,360.10,379.21,
64.058,0,0.06,0.18,0.01,0.85,0.02,33.56,0.53,51.59,0.77,41.44,89.88,-21.44,96.80,51.59,2.60,0.77,0.00,0.04,0.75,0.33,0.07,0.00,68.92,0.01,0.00,0.00,0.00,4.51,0.01,0.00,24.12,0.00,0.00,0.00,0.00,0.78,-4.95,-1.48,67.87,62.19,319.75,288.55,405.33,379.22,394.83,310.47,332.79,306.33,359.74,329.35,359.99,379.22,
64.220,0,0.06,0.19,0.01,0.84,0.02,46.63,0.53,52.31,1.08,28.37,95.35,-25.30,96.19,52.31,2.20,0.84,0.00,0.10,0.67,1.08,0.16,0.00,78.62,0.03,0.00,0.00,0.00,3.72,0.00,0.00,26.70,0.00,0.01,0.00,0.00,0.18,-5.86,-1.77,67.59,62.13,320.03,288.80,405.04,378.88,394.95,310.47,332.96,306.37,359.30,329.50,359.70,378.88,
64.292,0,0.05,0.19,0.01,1.10,0.02,62.85,0.76,61.41,0.76,12.15,98.40,-28.71,96.14,61.41,1.80,0.71,0.00,0.18,0.67,0.76,0.13,0.00,83.16,0.17,0.00,0.00,0.00,2.74,0.01,0.00,30.86,0.01,0.03,0.00,0.00,0.62,-5.92,-2.09,67.41,62.42,320.33,288.67,404.94,378.31,395.35,310.51,333.08,306.06,359.37,329.03,359.47,378.31,
64.446,0,0.05,0.19,0.01,1.29,0.03,73.24,0.94,67.06,0.91,1.76,99.25,-31.27,96.26,67.06,1.28,0.74,0.00,0.72,0.79,0.91,0.12,0.00,87.06,0.56,0.00,0.01,0.06,2.49,0.01,0.00,75.05,0.03,0.14,0.00,0.00,1.06,-5.76,-2.67,67.51,62.86,320.41,288.49,404.70,377.60,395.78,310.48,333.08,305.90,359.37,328.56,358.81,377.60,
64.514,0,0.04,0.20,0.01,1.56,0.03,80.82,1.19,72.87,1.18,0.00,99.63,-33.51,96.21,72.87,1.14,0.69,0.00,1.04,1.18,1.00,0.11,0.00,90.10,1.08,0.00,0.08,0.13,2.80,0.02,0.00,59.25,0.15,0.49,0.00,0.00,-0.63,-5.83,-2.80,67.19,62.35,320.53,288.43,404.83,377.43,395.70,310.23,333.51,305.64,359.50,329.04,358.84,377.43,
64.581,0,0.05,0.27,0.01,1.10,0.08,61.41,0.81,63.52,1.97,13.59,98.19,-17.41,95.85,63.52,0.96,0.33,0.00,14.21,1.97,0.44,0.03,0.00,79.50,1.16,0.00,2.09,1.00,5.37,0.03,0.01,1.94,3.66,5.75,0.00,0.00,-3.61,-6.30,-3.40,65.70,63.36,320.18,287.97,404.73,376.52,396.29,309.89,333.13,304.94,359.01,329.63,357.95,376.52,
64.717,0,0.02,5.50,0.00,1.15,82.80,28.11,1.32,48.89,7.74,0.00,98.85,43.74,95.29,75.25,1.10,0.24,0.01,99.87,7.74,0.97,0.00,0.00,48.89,1.40,0.00,58.78,2.85,7.85,0.03,0.01,0.01,38.02,59.09,0.00,0.00,-2.52,-6.96,-2.74,64.11,62.66,320.05,286.91,404.89,375.94,395.67,308.29,333.11,304.68,358.69,328.41,358.64,375.94,
64.790,0,0.01,0.03,0.00,0.35,99.97,0.72,1.35,11.32,11.32,0.00,99.97,78.86,95.70,76.09,0.78,0.14,0.05,99.95,36.48,2.60,0.01,0.00,11.32,0.67,0.00,98.30,0.51,21.36,0.04,0.02,0.12,97.36,50.27,0.00,0.00,-0.55,-6.49,-2.63,64.16,63.01,319.93,286.64,404.77,375.91,395.67,308.27,332.77,304.55,358.78,327.52,358.61,375.91,
65.000,0,0.07,0.02,0.00,0.54,99.98,0.39,1.38,0.53,0.53,0.00,99.98,82.82,96.26,76.80,0.67,0.08,0.03,99.50,80.82,1.59,0.01,0.00,0.53,0.06,0.00,96.92,0.06,46.53,0.04,0.02,0.51,99.99,49.21,0.00,0.00,-1.97,-5.76,-2.75,64.40,63.43,319.79,286.63,405.10,376.18,396.04,308.28,332.72,304.49,359.24,328.20,358.58,376.18,
65.086,0,0.06,0.02,0.00,0.73,99.98,0.43,1.60,0.10,0.03,0.00,99.98,82.14,96.18,80.21,0.97,0.10,0.01,99.47,64.24,1.89,0.02,0.00,0.02,0.02,0.00,81.12,0.04,66.56,0.03,0.01,0.75,100.00,48.12,0.00,0.00,-0.86,-5.88,-2.73,64.59,64.36,320.30,286.69,405.71,376.35,397.07,308.62,332.83,304.68,359.68,327.95,359.10,376.35,
65.165,0,0.07,0.02,0.00,0.66,99.98,0.37,1.39,0.11,0.05,0.00,99.98,82.53,96.27,76.82,0.85,0.11,0.01,99.57,67.42,2.65,0.02,0.00,0.02,0.02,0.00,79.58,0.02,68.59,0.05,0.01,0.35,100.00,48.01,0.00,0.00,-2.75,-5.75,-2.13,64.30,63.36,320.56,287.22,405.47,376.62,396.26,308.60,333.02,304.66,359.79,328.83,359.77,376.62,
65.318,0,0.06,0.01,0.00,0.50,99.98,0.34,1.27,0.13,0.13,0.00,99.98,83.70,96.24,74.47,0.85,0.13,0.01,99.19,63.10,1.06,0.02,0.00,0.01,0.01,0.00,69.56,0.01,64.46,0.13,0.00,0.41,100.00,46.59,0.00,0.00,-2.92,-5.79,-2.13,64.80,62.74,320.50,287.87,405.05,377.02,395.69,309.17,333.08,305.06,359.56,329.34,359.56,377.02,
65.386,0,0.05,0.01,0.00,0.48,99.98,0.36,1.36,0.14,0.14,0.00,99.98,83.43,95.52,76.06,0.95,0.14,0.01,98.31,57.32,0.88,0.02,0.00,0.01,0.01,0.00,57.79,0.02,66.77,0.16,0.00,0.26,100.00,45.37,0.00,0.00,-1.56,-6.70,-3.09,64.84,62.10,320.53,287.00,405.54,376.58,396.07,308.83,334.13,304.36,359.44,328.23,358.91,376.58,
65.531,0,0.02,0.01,0.00,0.42,99.97,0.42,1.67,0.12,0.12,0.00,99.98,81.98,96.30,80.63,1.27,0.12,0.01,95.21,41.71,2.02,0.05,0.00,0.01,0.01,0.00,39.64,0.03,65.71,0.28,0.00,0.39,100.00,41.80,0.00,0.00,-2.77,-5.70,-2.57,65.17,62.66,320.42,287.76,405.12,377.02,395.84,309.34,333.34,304.84,359.62,329.25,359.13,377.02,
65.668,0,0.01,0.00,0.00,0.27,99.92,0.27,1.41,0.11,0.11,0.00,99.98,83.35,96.39,75.27,2.38,0.11,0.01,75.08,14.62,1.47,0.19,0.00,0.04,0.01,0.00,16.56,0.00,64.92,0.47,0.00,32.40,99.99,36.51,0.00,0.00,-0.20,-5.58,-2.31,66.35,62.04,320.37,288.06,404.85,377.47,395.23,309.62,333.33,305.46,359.54,328.63,359.26,377.47,
65.735,0,0.01,0.00,0.00,0.17,99.93,0.17,0.89,0.11,0.11,0.00,99.98,85.55,96.57,64.62,1.88,0.11,0.01,78.98,15.61,1.61,0.15,0.00,0.04,0.01,0.00,15.66,0.01,61.88,0.50,0.00,15.98,99.99,30.37,0.00,0.00,-1.59,-5.30,-1.93,66.42,63.16,320.39,288.61,404.31,377.03,395.39,309.80,332.34,306.08,359.35,329.38,359.32,377.03,
65.869,0,0.01,0.00,0.00,0.15,99.68,0.10,0.67,0.13,0.13,0.00,99.98,87.31,95.81,58.29,1.46,0.13,0.00,51.52,11.65,0.55,0.08,0.00,0.10,0.01,0.00,9.06,0.01,70.06,0.41,0.00,14.94,99.96,11.98,0.00,0.00,-0.35,-6.36,-2.35,66.30,62.19,320.70,288.24,404.46,376.75,395.31,309.74,333.27,305.49,359.12,328.50,359.16,376.75,
65.936,0,0.01,0.00,0.00,0.21,99.48,0.15,0.98,0.17,0.17,0.00,99.98,85.28,95.92,67.75,1.23,0.11,0.00,43.03,11.58,0.60,0.08,0.00,0.17,0.01,0.01,7.06,0.01,72.35,0.35,0.00,15.17,99.90,0.00,0.00,0.00,0.62,-6.22,-2.27,66.42,61.93,320.43,288.13,404.46,377.11,395.00,309.67,333.21,305.59,359.06,328.22,359.12,377.11,
66.073,0,0.01,0.00,0.00,0.36,99.31,0.24,1.67,0.26,0.26,0.00,99.98,82.44,95.16,79.89,2.00,0.11,0.00,38.24,7.13,1.16,0.47,0.00,0.26,0.02,0.00,3.63,0.02,80.85,0.36,0.00,15.31,99.76,0.00,0.00,0.00,-0.54,-7.11,-1.90,66.61,61.96,319.76,288.40,404.22,377.80,394.39,309.95,332.58,305.71,358.15,329.03,359.00,377.80,
66.229,0,0.01,0.00,0.00,0.46,99.19,0.25,2.15,0.27,0.27,0.00,99.98,81.90,94.93,83.03,4.93,0.09,0.00,35.63,3.96,0.87,0.35,0.00,0.27,0.03,0.00,1.78,0.01,83.66,0.38,0.00,17.51,99.63,0.00,0.00,0.00,-0.30,-7.36,-1.86,66.67,62.24,319.62,288.29,404.31,377.93,394.50,309.97,332.41,305.68,357.98,328.95,359.00,377.93,
66.474,0,0.01,0.00,0.00,0.57,98.83,0.23,2.56,0.49,0.49,0.00,99.98,81.56,95.03,83.38,8.59,0.16,0.00,29.97,4.36,1.25,1.78,0.00,0.49,0.02,0.00,1.31,0.01,87.23,0.72,0.00,13.75,99.18,0.00,0.00,0.00,-0.61,-7.24,-2.50,67.19,62.24,318.59,288.64,403.55,378.53,393.87,310.79,331.84,305.67,357.17,329.50,357.49,378.53,
66.540,0,0.01,0.00,0.00,0.45,98.22,0.13,1.97,0.40,0.40,0.00,99.98,83.83,95.44,73.60,12.08,0.17,0.00,22.72,3.58,0.83,0.80,0.00,0.40,0.01,0.00,1.02,0.01,85.23,0.57,0.00,17.77,99.02,0.00,0.00,0.00,-1.67,-6.79,-2.70,67.02,62.43,318.27,288.64,403.01,378.10,393.66,310.42,331.40,305.74,356.96,329.76,356.86,378.10,
66.654,0,0.01,0.00,0.00,0.45,97.34,0.15,1.99,0.46,0.46,0.00,99.98,83.39,95.08,75.93,9.99,0.23,0.00,16.09,3.08,0.59,0.47,0.00,0.46,0.02,0.01,1.08,0.01,84.67,0.50,0.00,33.63,98.69,0.00,0.00,0.00,-1.88,-7.20,-2.81,66.79,62.44,317.97,288.60,402.90,378.24,393.51,310.46,331.26,305.70,356.56,329.88,356.54,378.24,
66.799,0,0.01,0.00,0.00,0.33,96.03,0.13,1.36,0.65,0.65,0.00,99.97,84.35,95.74,71.20,5.62,0.26,0.00,10.46,2.18,0.50,0.22,0.00,0.65,0.03,0.00,0.83,0.01,83.10,0.41,0.01,17.50,97.86,0.00,0.00,0.00,-1.36,-6.44,-2.81,67.10,61.87,317.51,288.71,402.23,378.17,392.64,310.42,330.94,305.95,356.41,329.74,356.03,378.17,
66.987,0,0.01,0.00,0.01,0.22,89.71,0.08,0.77,1.34,1.34,0.00,99.94,80.17,95.76,57.47,5.53,0.26,0.00,2.11,2.56,1.21,0.96,0.00,1.34,0.03,0.00,0.12,0.00,77.43,0.29,0.00,23.88,92.95,0.00,0.00,0.00,-0.08,-6.41,-2.60,67.54,61.94,317.58,288.64,402.49,378.49,392.75,310.40,330.96,306.13,356.57,329.36,356.39,378.49,
67.056,0,0.02,0.00,0.01,0.45,12.92,0.38,0.82,7.50,1.93,74.16,84.58,39.32,95.78,59.54,5.20,0.37,0.00,0.56,1.93,1.01,0.28,0.00,7.50,0.09,0.00,0.01,0.00,50.77,0.17,0.00,25.06,57.26,0.00,0.00,0.00,0.85,-6.38,-2.38,67.93,61.20,317.66,288.64,402.62,378.77,392.37,310.24,331.29,306.36,356.72,329.10,356.76,378.77,
67.199,0,0.05,0.07,0.01,1.09,0.10,3.84,0.81,23.65,1.56,92.31,30.98,0.00,95.78,59.72,4.82,0.46,0.00,0.15,1.56,0.82,0.08,0.00,23.65,0.11,0.00,0.01,0.00,22.24,0.10,0.00,25.06,12.96,0.00,0.00,0.00,0.85,-6.38,-2.38,67.93,61.20,317.66,288.64,402.62,378.77,392.37,310.24,331.29,306.36,356.72,329.10,356.76,378.77,
67.265,0,0.05,0.12,0.01,1.00,0.04,8.56,0.69,37.57,0.68,82.87,50.20,-6.20,96.10,55.86,4.66,0.40,0.00,0.07,0.68,0.51,0.05,0.00,37.57,0.21,0.00,0.00,0.00,10.51,0.06,0.00,20.14,4.65,0.00,0.00,0.00,1.60,-5.98,-2.31,68.17,61.15,317.74,288.59,402.70,378.88,392.38,310.27,331.36,306.31,357.00,328.81,356.91,378.88,
67.338,0,0.06,0.16,0.01,0.78,0.03,29.61,0.51,47.62,0.41,45.39,87.88,-20.33,96.17,47.62,5.89,0.41,0.00,0.02,0.28,0.26,0.02,0.00,70.37,0.21,0.00,0.00,0.00,2.46,0.03,0.00,18.16,0.45,0.00,0.00,0.00,1.37,-5.89,-2.01,68.36,60.97,317.82,288.66,402.61,378.85,392.14,310.27,331.30,306.24,357.03,328.87,357.20,378.85,
67.497,0,0.06,0.17,0.01,0.53,0.02,34.10,0.32,36.74,0.37,40.90,89.40,-22.58,96.23,36.74,5.70,0.37,0.00,0.01,0.11,0.14,0.01,0.00,83.13,0.21,0.00,0.00,0.00,0.54,0.01,0.00,16.94,0.07,0.00,0.00,0.00,0.92,-5.81,-2.15,68.30,61.50,317.85,288.64,402.69,378.71,392.55,310.21,331.17,306.28,357.11,329.03,357.10,378.71,
67.572,0,0.07,0.18,0.01,0.41,0.02,31.60,0.23,30.71,0.29,43.40,86.39,-22.07,96.26,30.71,4.00,0.29,0.00,0.01,0.07,0.15,0.01,0.00,85.63,0.16,0.00,0.00,0.00,0.29,0.01,0.00,17.64,0.02,0.00,0.00,0.00,0.93,-5.76,-1.86,68.33,61.51,317.93,288.71,402.64,378.71,392.43,310.13,331.04,306.38,357.13,329.04,357.38,378.71,
67.638,0,0.08,0.18,0.02,0.31,0.02,25.79,0.17,24.78,0.27,49.21,78.55,-20.42,96.04,24.78,2.11,0.27,0.00,0.01,0.08,0.20,0.01,0.00,84.71,0.20,0.00,0.00,0.00,0.23,0.00,0.00,22.78,0.02,0.00,0.00,0.00,0.91,-6.06,-1.96,68.20,61.04,318.13,288.73,402.77,378.69,392.40,310.13,331.47,306.34,357.18,329.02,357.47,378.69,
67.815,0,0.09,0.19,0.02,0.25,0.02,20.82,0.13,19.09,0.19,58.36,68.76,-18.83,96.19,19.09,1.31,0.19,0.00,0.01,0.05,0.12,0.01,0.00,84.06,0.20,0.00,0.00,0.00,0.10,0.00,0.00,19.54,0.00,0.00,0.00,0.00,1.62,-5.86,-1.63,68.07,62.49,318.87,288.55,403.11,377.93,393.55,310.01,331.17,306.30,357.73,328.44,358.27,377.93,
67.891,0,0.09,0.19,0.02,0.26,0.02,19.54,0.13,20.43,0.21,60.92,66.42,-18.23,95.02,20.43,0.92,0.19,0.00,0.01,0.03,0.21,0.01,0.00,81.39,0.09,0.00,0.00,0.00,0.10,0.00,0.00,28.44,0.00,0.00,0.00,0.00,3.13,-7.26,-2.05,67.67,62.74,319.37,288.24,403.82,377.99,394.48,310.22,331.88,305.95,357.63,327.70,358.42,377.99,
68.111,0,0.07,0.19,0.01,0.38,0.02,27.85,0.22,32.02,0.17,47.15,82.22,-20.49,94.82,32.02,1.05,0.14,0.00,0.01,0.02,0.17,0.02,0.00,80.38,0.05,0.00,0.00,0.00,0.09,0.00,0.00,3.19,0.00,0.00,0.00,0.00,2.43,-7.46,-1.68,67.53,62.25,319.24,287.94,404.26,378.32,394.22,309.75,332.09,305.84,357.70,327.90,358.95,378.32,
68.265,0,0.09,0.19,0.02,0.25,0.02,18.56,0.13,20.47,0.83,62.87,64.11,-18.13,95.50,20.47,0.35,0.31,0.00,0.01,0.03,0.83,0.07,0.00,80.08,0.07,0.00,0.00,0.00,0.08,0.00,0.00,6.57,0.00,0.00,0.00,0.00,4.00,-6.72,-1.88,67.30,62.61,319.18,287.82,404.34,378.52,394.49,309.86,332.01,305.88,358.06,327.35,358.77,378.52,
68.402,0,0.11,0.24,0.02,0.36,0.02,23.90,0.15,24.55,8.87,52.19,63.29,-22.75,95.50,24.55,0.07,8.87,0.00,0.01,0.12,1.53,0.06,0.00,75.55,0.09,0.00,0.00,0.00,0.06,0.00,0.00,7.29,0.00,0.00,0.00,0.00,4.58,-6.73,-2.07,66.82,62.48,319.18,287.91,404.36,378.64,394.53,310.05,332.18,306.04,358.09,327.26,358.61,378.64,
68.612,0,1.44,1.46,0.02,2.47,0.02,76.34,0.18,27.77,27.77,0.00,97.37,-60.96,95.33,27.77,0.03,81.46,0.00,0.02,0.56,6.55,0.11,0.00,56.83,0.08,0.00,0.00,0.00,0.05,0.00,0.00,18.12,0.00,0.00,0.00,0.00,5.32,-6.92,-2.36,66.53,62.75,319.23,288.05,404.44,378.80,394.87,310.48,332.26,306.18,358.05,327.16,358.36,378.80,
68.849,0,2.99,2.07,0.03,2.30,0.02,75.93,0.10,14.00,14.00,0.00,99.08,-65.37,95.71,14.00,0.03,95.66,0.00,0.01,0.32,6.00,0.08,0.00,55.87,0.09,0.00,0.00,0.00,0.05,0.00,0.00,17.62,0.00,0.00,0.00,0.00,3.14,-6.47,-1.90,66.80,62.45,319.29,288.54,404.51,379.09,394.58,310.32,332.22,306.79,358.34,328.41,358.91,379.09,
68.984,0,2.84,1.87,0.02,1.90,0.02,70.21,0.08,10.03,10.03,4.79,98.78,-61.27,95.91,10.03,0.08,91.61,0.00,0.01,0.07,3.66,0.04,0.00,56.45,0.09,0.00,0.00,0.00,0.05,0.00,0.00,30.61,0.00,0.00,0.00,0.00,4.11,-6.23,-2.14,66.78,62.49,319.08,288.37,404.60,379.20,394.65,310.31,332.25,306.92,358.41,328.08,358.61,379.20,
69.054,0,2.39,1.60,0.02,1.54,0.02,70.02,0.08,8.06,8.06,4.98,98.80,-58.85,96.52,8.06,0.09,85.35,0.00,0.01,0.04,2.39,0.03,0.00,62.83,0.12,0.00,0.00,0.00,0.04,0.00,0.00,18.20,0.00,0.00,0.00,0.00,2.84,-5.39,-1.97,67.31,62.47,318.75,288.90,404.31,379.71,394.25,310.63,331.86,307.34,358.52,329.05,358.49,379.71,
69.123,0,1.28,1.02,0.02,0.92,0.02,59.10,0.07,6.57,6.57,15.90,97.16,-50.15,96.56,6.57,0.13,66.96,0.00,0.01,0.03,1.53,0.02,0.00,70.33,0.13,0.00,0.00,0.00,0.03,0.00,0.00,20.55,0.00,0.00,0.00,0.00,2.49,-5.33,-1.97,67.37,62.49,318.78,288.97,404.33,379.73,394.28,310.66,331.88,307.37,358.58,329.24,358.51,379.73,
69.197,0,0.95,0.82,0.02,0.72,0.02,48.81,0.07,5.88,5.88,26.19,94.46,-44.86,96.46,5.88,0.15,58.25,0.00,0.01,0.02,1.21,0.01,0.00,70.38,0.12,0.00,0.00,0.00,0.03,0.00,0.00,23.62,0.00,0.00,0.00,0.00,2.83,-5.47,-1.95,67.47,62.54,318.74,288.94,404.28,379.71,394.25,310.66,331.79,307.38,358.45,329.09,358.48,379.71,
69.447,0,0.49,0.51,0.02,0.40,0.02,26.18,0.06,3.35,3.35,48.82,78.25,-33.26,96.49,3.35,0.15,39.11,0.00,0.00,0.01,1.30,0.02,0.00,70.15,0.09,0.00,0.00,0.00,0.02,0.00,0.00,46.15,0.00,0.00,0.00,0.00,2.68,-5.44,-1.68,67.40,62.84,319.03,289.14,404.42,379.72,394.50,310.71,331.74,307.63,358.66,329.27,358.95,379.72,
69.514,0,0.31,0.37,0.03,0.27,0.02,16.94,0.06,2.21,2.21,66.13,59.12,-26.31,96.10,2.21,0.09,25.97,0.00,0.01,0.02,1.78,0.03,0.00,71.96,0.09,0.00,0.00,0.00,0.03,0.00,0.00,58.99,0.00,0.00,0.00,0.00,1.43,-5.98,-1.81,67.63,61.68,318.91,289.85,404.10,380.36,393.73,311.31,332.14,307.88,358.23,330.27,358.65,380.36,
69.660,0,0.20,0.28,0.03,0.19,0.02,9.91,0.06,1.84,3.52,80.19,34.74,-20.23,96.33,1.84,0.08,15.00,0.00,0.01,0.03,3.52,0.02,0.00,70.48,0.11,0.00,0.00,0.00,0.03,0.00,0.00,60.38,0.00,0.00,0.00,0.00,1.80,-5.67,-2.07,67.15,62.23,319.82,289.58,404.60,379.49,394.83,311.22,332.72,307.48,359.07,329.67,359.08,379.49,
69.733,0,0.20,0.28,0.03,0.19,0.02,8.08,0.06,1.73,2.87,83.84,27.31,-18.37,96.56,1.73,0.08,14.85,0.00,0.02,0.05,2.87,0.02,0.00,66.30,0.10,0.00,0.00,0.00,0.03,0.00,0.00,53.93,0.00,0.00,0.00,0.00,1.01,-5.33,-1.82,67.19,62.02,319.96,289.67,404.64,379.52,394.69,311.10,332.79,307.45,359.34,329.97,359.42,379.52,
